COUNTRY,CONTI-NENT,CODE,UNIVERSITY/ORGANIZATION,FORMER/ OTHER NAMES,ABBRE-VIATION,FACULTY/ DEPARTMENT,SIGNING,EXPIRY,"EXPIRY
CHECK",LEVEL OF COOPERATION,TYPE OF COOPERATION,NOTE,UPDATED
TAIWAN,Asia,,Shih Chien University,,,,2-May-2019,1-May-2024,,University,Student Exchange,,
TAIWAN,Asia,TW021-2016A321,Southern Taiwan Science Park Bureau,,,,28-Dec-2016,27-Dec-2021,1,Faculty of Dentistry,General Cooperation,,4-Jan-17
TAIWAN,Asia,,"Taipei, University of,",,,,27-Feb-2019,26-Feb-2024,,Faculty of Architecture,General Cooperation,,30-Apr-19
TAIWAN,Asia,TW013-2011A351,Taipei National University of the Arts,,,School of Music,3-Nov-2011,2-Nov-2016,0,Faculty of Fine and Applied Arts,General Cooperation,,9-Sep-15
TAIWAN,Asia,TW013-2017A001,Taipei National University of the Arts,,,,14-Nov-2017,13-Nov-2022,1,University,General Cooperation,With details on student and faculty exchanges,23-Nov-17
TAIWAN,Asia,TW018-2010B251,Tunghai University,,,Fine Arts and Creative Design College,8-Feb-2010,7-Feb-2013,0,Faculty of Architecture,Student Exchange,,11-Sep-15
TAIWAN,Asia,TW018-2014B251,Tunghai University,,,"Department of Architectiure, Fine Arts and Creative College",2-Jan-2014,1-Jan-2017,0,Faculty of Architecture,Student Exchange,,11-Sep-15
TAIWAN,Asia,TW018-2017B251,Tunghai University,,,Department of Architecture,26-Jun-2017,25-Jun-2020,1,Faculty of Architecture,Student Exchange,,14-Sep-17
TAIWAN,Asia,TW014-2010A361,Tzu Chi University of Technology,Tzu Chi College of Technology,,,13-May-2010,12-May-2015,0,Faculty of Nursing,General Cooperation,,9-Sep-15
TAIWAN,Asia,TW014-2016A001,Tzu Chi University of Technology,Tzu Chi College of Technology,,,7-Mar-2016,6-Mar-2021,1,University,General Cooperation,,9-Mar-16
THAILAND,Asia,TH001-2010D001,AEON,,,"AEON 1% Club, AEON (Thailand) Co.,Ltd, AEON Thailand Foundation",1-Jun-2010,31-Mar-2011,0,University,Grant Contract/ Scholarship Program,,9-Sep-15
THAILAND,Asia,TH001-2011D001,AEON,,,"AEON 1% Club, AEON (Thailand) Co.,Ltd, AEON Thailand Foundation",1-Jun-2011,31-Mar-2012,0,University,Grant Contract/ Scholarship Program,,9-Sep-15
THAILAND,Asia,TH001-2014D001,AEON,,,"AEON 1% Club, AEON (Thailand) Co.,Ltd, AEON Thailand Foundation",14-Nov-2014,31-Mar-2015,0,University,Grant Contract/ Scholarship Program,,28-Oct-15
THAILAND,Asia,TH001-2015D001,AEON,,,"AEON 1% Club, AEON (Thailand) Co.,Ltd, AEON Thailand Foundation",13-Oct-2015,31-May-2016,0,University,Grant Contract/ Scholarship Program,,28-Oct-15
THAILAND,Asia,TH001-2016D001,AEON,,,"AEON 1% Club, AEON (Thailand) Co.,Ltd, AEON Thailand Foundation",17-Oct-2016,31-May-2017,0,University,Grant Contract/ Scholarship Program,,4-Jan-17
THAILAND,Asia,TH001-2017D001,AEON,,,"AEON 1% Club, AEON (Thailand) Co.,Ltd, AEON Thailand Foundation",27-Nov-2017,31-May-2018,0,University,Grant Contract/ Scholarship Program,,11-Jan-18
THAILAND,Asia,,AEON,,,"AEON 1% Club, AEON (Thailand) Co.,Ltd, AEON Thailand Foundation",30-Nov-2018,31-May-2019,0,University,Grant Contract/ Scholarship Program,,28-Feb-19
THAILAND,Asia,TH002-2007A001,Asian Disaster Preparedness Center,,ADPC,,24-Sep-2007,23-Sep-2017,0,University,General Cooperation,For Faculty of Engineering and Faculty of Science,9-Sep-15
THAILAND,Asia,TH003-1985A001,Asian Institute of Technology,,AIT,,20-Jun-1985,n/a,1,University,General Cooperation,,9-Sep-15
THAILAND,Asia,TH003-2009B211,Asian Institute of Technology,,AIT,,15-Dec-2009,14-Dec-2014,0,Faculty of Engineering,General Cooperation,,9-Sep-15
THAILAND,Asia,TH004-2007O741,British Council,,,Chiang Mai Office,1-Sep-2007,31-Dec-2007,0,Environmental Research Institute,Others: Joint organization of a workshop,,9-Sep-15
THAILAND,Asia,TH004-2015E001,British Council,,,,18-Dec-2015,31-Oct-2016,0,University,Collaboration on Program Development,"Transnational Education Programme (Oct 2015 - Oct 2016), Addendum modifying the Framework signed on 4 Mar 2016",10-Mar-16
THAILAND,Asia,TH005-2012I921,Central Islamic Council of Thailand,,,,13-Oct-2012,auto renew,1,Halal Science Center,International Networking,,9-Sep-15
THAILAND,Asia,TH006-2008E001,"Chevron Thailand Exploration and Production, Ltd.",,CTEP,,25-May-2008,31-Jul-2014,0,University,Collaboration on Program Development,"For founding an International master’s degree program in Petroleum Geoscience, Faculty of Science",9-Sep-15
THAILAND,Asia,TH006-2010D001,"Chevron Thailand Exploration and Production, Ltd.",,CTEP,,15-Oct-2010,31-Jul-2014,0,University,Grant Contract/ Scholarship Program,For Petroleum Engineering Education Supporting Program in the Faculty of Engineering,9-Sep-15
THAILAND,Asia,TH006-2011D001,"Chevron Thailand Exploration and Production, Ltd.",,CTEP,,20-Sep-2011,31-Dec-2013,0,University,Grant Contract/ Scholarship Program,"For the Stanford-Chulalongkorn Universities Partnership Program (for Petroleum Geoscience, Faculty of Science and Petroleum Engineering, Faculty of Engineering)",9-Sep-15
THAILAND,Asia,TH007-2011A991,Chiang Mai Rajabhat University,,,Asian Development Institute for Community Economy and Technology,27-Jan-2011,26-Jan-2016,0,Center of Excellence Building & Environmental Technology,General Cooperation,,9-Sep-15
THAILAND,Asia,TH008-2006D741,Delegation of the European Commission to Thailand ,,,,4-Oct-2006,3-Oct-2007,0,Environmental Research Institute,Grant Contract/ Scholarship Program,"For Project ""Meeting European standards for sustainable tourism management: capacity building of Thai enterprises and policy-makers, promotion of good practices in the Thai tourism sector""",9-Sep-15
THAILAND,Asia,TH009-1987O001,Harvard Club of Thailand,,,,22-Jun-1987,n/a,1,University,Others: Quality Development Program,,9-Sep-15
THAILAND,Asia,TH010-2005A811,MB-technology Asia Ltd.,,,,3-Jun-2005,auto renew,1,Transportation Institute,General Cooperation,Cooperation in Academic Education in the context of Public Private Partnership Program in the field of lean manufacturing,9-Sep-15
THAILAND,Asia,TH011-2004D211,PTT Exploration and Production Public Company Limited,,PTTEP,,20-Feb-2004,20-Feb-2007,0,Faculty of Engineering,Grant Contract/ Scholarship Program,Cooperative scholarship of the International Master Degree Program in Petroleum Engineering,9-Sep-15
THAILAND,Asia,TH011-2007D211,PTT Exploration and Production Public Company Limited,,PTTEP,,19-Apr-2007,20-Feb-2010,0,Faculty of Engineering,Grant Contract/ Scholarship Program,First Amendment // Second Amendment on Support for Teaching and Research Activities signed on 30 July 2008,9-Sep-15
THAILAND,Asia,,PTT Exploration and Production Public Company Limited,,PTTEP,,1-Apr-2014,20-Feb-2016,0,Faculty of Engineering / Faculty of Science,Grant Contract/ Scholarship Program,Fourth Amendment,9-Sep-15
THAILAND,Asia,,Sun Systems Corporation Limited,,,,9-Jan-2003,unlimited,1,Transportation Institute,General Cooperation,,9-Sep-15
THAILAND,Asia,,Thai Airways International Public Company Limited,,,Catering Department (Don Mueang),29-Jul-2011,Unlimited,1,Halal Science Center,General Cooperation,,9-Sep-15
THAILAND,Asia,,"Thai Takenaka International, Ltd.",,,,29-Apr-2013,28-Apr-2017,0,Faculty of Engineering,General Cooperation,,9-Sep-15
THAILAND,Asia,,"Toyota Motor Thailand Co., Ltd",,,,31-Jan-1990,unlimited,1,University,Grant Contract/ Scholarship Program,,9-Sep-15
THAILAND,Asia,,"Toyota Motor Thailand Co., Ltd",,,,7-Nov-2006,7/31/2010,0,Institute of Asian Studies,General Cooperation,,9-Sep-15
THAILAND,Asia,,WHO Representative for Thailand,,,,1998,unlimited,1,University,General Cooperation,,9-Sep-15
THAILAND,Asia,,World Bank Thailand Office,,,International Bank of Reconstruction &Development,22-Jul-1999,unlimited,1,University,General Cooperation,,9-Sep-15
THAILAND,Asia,,กรมเชื้อเพลิง,,,,14-Nov-2008,13-Nov-2013,0,University,General Cooperation,สัญญาเป็นภาษาไทย,9-Sep-15
THAILAND,Asia,,กรมทรัพยากรธรณี,,,,13-Aug-2008,12-Aug-2013,0,University,General Cooperation,สัญญาเป็นภาษาไทย,9-Sep-15
THAILAND,Asia,,กรมอาเซียน กระทรวงการต่างประเทศ,,,,29-Mar-2016,unlimited,1,University,Others: การเสริมสร้างความรู้ความเข้าใจต่อความหลากหลายทางวัฒนธรรมในอาเซียน,สัญญาเป็นภาษาไทย,8-Jun-16
THAILAND,Asia,,ธนาคารเพื่อการส่งออกและนำเข้าแห่งประเทศไทย,,,,13-Dec-2005,13-Dec-2008,,Faculty of Commerce and Accountancy,International Networking,สัญญาเป็นภาษาไทย,9-Sep-15
THAILAND,Asia,,บริษัทสิทธินันท์ จำกัด,,,,19-Jan-2001,unlimited,1,University,Intellectual Exchange / Technology Transfer,สัญญาเป็นภาษาไทย,9-Sep-15
THAILAND,Asia,,มหาวิทยาลัยมหิดล,Mahidol University,,,19-Sep-2003,18-Sep-2008,0,University,General Cooperation,,9-Sep-15
THAILAND,Asia,,มหาวิทยาลัยอุบลราชธานี,Ubon Rajathanee University,,โครงการจัดตั้งกองส่งเสริมการวิจัย   บริการวิชาการ   และทำนุบำรุงศิลปวัฒนธรรม,4-May-2006,unlimited,1,University,General Cooperation,,9-Sep-15
THAILAND,Asia,,สถาบันระหว่างประเทศเพื่อการค้าและการพัฒนา,International Institute for Trade and Development,ITD,,8-Oct-2015,31-Dec-2015,0,University,Others: Agreement for the Regional Trade Policy Course – RTPC ,Terminated after the academic coordinator provides a report to WTO at the latest 4 weeks after the end of RPTC / สัญญาเป็นภาษาไทย,4-Mar-16
THAILAND,Asia,,สถาบันระหว่างประเทศเพื่อการค้าและการพัฒนา,International Institute for Trade and Development,ITD,,3-Oct-2016,23-Dec-2016,0,University,Others: Agreement for the Regional Trade Policy Course – RTPC ,Terminated after the academic coordinator provides a report to WTO at the latest 4 weeks after the end of RPTC / สัญญาเป็นภาษาไทย,18-Oct-16
THAILAND,Asia,,สถาบันระหว่างประเทศเพื่อการค้าและการพัฒนา,International Institute for Trade and Development,ITD,,29-Sep-2017,21-Dec-2017,0,University,Others: Agreement for the Regional Trade Policy Course – RTPC ,Terminated after the academic coordinator provides a report to WTO at the latest 4 weeks after the end of RPTC / สัญญาเป็นภาษาไทย,22-Nov-18
THAILAND,Asia,,สถาบันระหว่างประเทศเพื่อการค้าและการพัฒนา,International Institute for Trade and Development,ITD,,8-Oct-2018,11-Jan-2019,0,University,Others: Agreement for the Regional Trade Policy Course – RTPC ,Terminated after the academic coordinator provides a report to WTO at the latest 4 weeks after the end of RPTC / สัญญาเป็นภาษาไทย,21-Nov-18
THAILAND,Asia,,สภาธุรกิจไทย-รัสเซีย,,,,2-Jun-2009,Unlimited,1,University,General Cooperation,สัญญาเป็นภาษาไทย,9-Sep-15
THAILAND,Asia,,อัครสังฆมณฑลกรุงเทพฯ,,,แผนกส่งเสริมชีวิตครอบครัว ฝ่ายสังคม,24-Feb-2006,unlimited,1,Institute of Health Research,General Cooperation,สัญญาเป็นภาษาไทย,9-Sep-15
TURKEY,Europe,TR004-2017B001,Anadolu University,,,,3-Mar-2017,3-Feb-2019,,University,Student Exchange,Erasmus+ (limited to 13 fields of study) / มีการเซ็นสัญญาฉบับใหม่แทนที่ฉบับเดิมเพื่อเพิ่มสาขาวิชา Graphic Arts ณ 16 Jan 2018,28-Apr-17
TURKEY,Europe,,Anadolu University,,,,4-Feb-2019,31-Dec-2021,,University,Student Exchange,"Erasmus+ Programme (2018-2021) limited to 10 fields of study / มีการเซ็นสัญญาฉบับใหม่แทนที่ฉบับเดิมเนื่องจากมีการแยกตัวของมหาวิทยาลัย
",14-Feb-19
TURKEY,Europe,TR003-2017B001,Cukurova University,,,,16-Mar-2017,31-Dec-2021,,University,Student Exchange,Erasmus+,18-Apr-17
TURKEY,Europe,,Eskisehir Technical University,,,,4-Feb-2019,31-Dec-2021,,University,Student Exchange,Erasmus+ (limited to 5 fields of study),13-Feb-19
TURKEY,Europe,TR001-2011B291,Koc University,,,College of Administrative Sciences and Economics,24-Nov-2011,auto renew,1,Faculty of Economics,Student Exchange,,9-Sep-15
TURKEY,Europe,TR001-2017B291,Koc University,,,,15-Oct-2017,31-Jul-2021,,Faculty of Economics,Student Exchange,Erasmus+ สัญญาไม่ผ่านวิรัชกิจฯ,25-Jan-19
TURKEY,Europe,TR002-2016B001,Middle East Technical University,,,,22-Feb-2016,31-Dec-2021,1,University,Student Exchange,Erasmus+ / with an amendment signed on 3-AUG-2018,10-Mar-16
UGANDA,Africa,,Makerere University,,,,21-Jun-1905,unlimited,1,College of Public Health Sciences,General Cooperation,,9-Sep-15
UK,Europe,GB001-2010B261,Aston University,,,Aston Business School,12-Jul-2010,11-Jul-2015,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
UK,Europe,,"Birmingham, University of",,UoB,,29-Jan-2015,28-Jan-2020,1,Faculty of Commerce and Accountancy,Student Exchange,,6-Feb-19
UK,Europe,GB002-2000A351,Birmingham City University,,,Institute of Art and Design,29-Jun-2000,7-May-2003,0,Faculty of Fine and Applied Arts,General Cooperation,Former name: University of Central England in Birmingham,9-Sep-15
UK,Europe,GB002-2015A351,Birmingham City University,,,,23-Jun-2015,22-Jun-2020,1,Faculty of Fine and Applied Arts,General Cooperation,,12-May-16
UK,Europe,GB002-2016B001,Birmingham City University,,,,7-Mar-2016,31-Dec-2017,0,University,Faculty/Researchers Exchange,Erasmus+ เน้น Faculty of Fine and Applied Arts,25-Apr-16
UK,Europe,GB002-2016A001,Birmingham City University,,,,15-Jun-2016,14-Jun-2021,1,University,General Cooperation,,16-Sep-16
UK,Europe,GB003-2008A231,"Bristol, Univesity of",,,Faculty of Science,30-Jun-2008,29-Jun-2013,0,Faculty of Science,General Cooperation,,9-Sep-15
UK,Europe,GB004-2009A001,Brunel University,,,,2-Jun-2009,1-Jun-2014,0,University,General Cooperation,"For Faculty of Sports Science, CU and School of Health Sciences and Social Care, Brunel",9-Sep-15
UK,Europe,GB005-1992A001,"Cambridge, University of",,,University of Cambridge Local Examination Syndicate (UCLES) ,23-Jun-1992,unlimited,1,University,General Cooperation,For Office of Academic Affairs,9-Sep-15
UK,Europe,GB006-2006A361,City University,,,St. Bartholomew School of Nursing and Midwifery,24-May-2006,unlimited,1,Faculty of Nursing,General Cooperation,,9-Sep-15
UK,Europe,GB007-2010A211,Cranfield University,,,School of Engineering,1-Jul-2010,30-Jun-2013,0,Faculty of Engineering,General Cooperation,,9-Sep-15
UK,Europe,GB019-1990A001,De Montfort Universit,Leicester Polytechnic,,,22-Aug-1990,21-Aug-1993,0,University,General Cooperation,For Faculty of Architecture,9-Sep-15
UK,Europe,GB008-2005A001,"Durham, University of",,,,26-Oct-2005,25-Oct-2010,0,University,General Cooperation,,9-Sep-15
UK,Europe,GB008-2011A001,"Durham, University of",,,,25-Jul-2011,24-Jul-2014,0,University,General Cooperation,,9-Sep-15
UK,Europe,GB008-2016A001,"Durham, University of",,,,18-Jan-2016,17-Jan-2019,0,University,General Cooperation,,12-Feb-16
UK,Europe,GB008-2017B001,"Durham, University of",,,,26-Dec-2017,25-Dec-2022,1,University,Student Exchange,,11-Jan-18
UK,Europe,GB009-2002A001,"East Anglia, the University of",,,,2-Oct-2002,1-Oct-2007,0,University,General Cooperation,,9-Sep-15
UK,Europe,GB009-2002D001,"East Anglia, the University of",,,UAE School of Environmental Science,2-Oct-2002,1-Oct-2007,0,University,Grant Contract/ Scholarship Program,For students and staff in the field of Environmental Science,9-Sep-15
UK,Europe,GB010-1989E001,"Edinburgh, University of",,,,1-Sep-1989,30-Sep-1991,0,University,Collaboration on Program Development,For Department of Geography,9-Sep-15
UK,Europe,GB010-2009B261,"Edinburgh, University of",,,"School of Business, College of Humanities and Social Science",6-Dec-2009,31-Aug-2015,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
UK,Europe,GB010-2016B261,"Edinburgh, University of",,,,11-Aug-2016,31-Dec-2017,0,Faculty of Commerce and Accountancy,Student Exchange,Erasmus+,4-Jan-17
UK,Europe,GB011-2007A241,"Essex, University of",,,,17-Apr-2007,auto renew,1,Faculty of Political Science,General Cooperation,With Annex on staff exchange,9-Sep-15
UK,Europe,GB011-2017A001,"Essex, University of",,,,8-Jun-2017,7-Jun-2022,,University,General Cooperation,,9-Jun-17
UK,Europe,GB011-2018O211,"Essex, University of",,,,31-Aug-2018,30-Aug-2023,,Faculty of Engineering,Others: Progression agreement: 3+1 Accelerated Masters Programme,,19-Sep-18
UK,Europe,GB012-2010B261,"Exeter, University of",,,,12-Apr-2010,31-Jul-2015,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
UK,Europe,GB012-2014B281,"Exeter, University of",,,,8-Jul-2014,27-Apr-2019,0,Faculty of Communication Arts,Student Exchange,,10-May-18
UK,Europe,GB035-2017A001,"Glasgow, University of",,,,8-Sep-2017,7-Sep-2022,1,University,General Cooperation,,11-Sep-17
UK,Europe,GB035-2018B001,"Glasgow, University of",,,,29-Nov-2018,31-Jul-2020,,University,Student Exchange,"Erasmus+ Programme - Medicine, Biological Sciences (not included Veterinary Medicine and Science)",20-Dec-18
UK,Europe,GB013-1996A231,"Hertfordshire, University of",,,,25-Mar-1996,unlimited,1,Faculty of Science,General Cooperation,,9-Sep-15
UK,Europe,GB014-1991A001,"Hull, University of",,,,4-Jun-1991,3-Jun-1996,0,University,General Cooperation,,9-Sep-15
UK,Europe,GB014-2009B261,"Hull, University of",,,Business School,9-Jul-2009,31-Jul-2012,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
UK,Europe,GB015-1991E001,Imperial College London,,,Department of Chemical Engineering,1-Apr-1991,31-Mar-1994,0,University,Collaboration on Program Development,For Department of Chemical Engineering,9-Sep-15
UK,Europe,GB016-1988A771,International Tin Research Institute ,,,,11-Mar-1988,unlimited,1,Metallurgy and Materials Science Institute,General Cooperation,,9-Sep-15
UK,Europe,GB017-2009B261,"Lancaster, University of",,,,24-Aug-2009,23-Aug-2012,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
UK,Europe,GB018-1989A001,"Leeds, University of",,,Institute for Transport Studies,10-Mar-1989,unlimited,1,University,General Cooperation,"For Transport Research Unit, Department of Civil Engineering, Faculty of Engineering",9-Sep-15
UK,Europe,GB018-1990A001,"Leeds, University of",,,,1-Oct-1990,30-Nov-1993,0,University,General Cooperation,For Faculty of Economics,9-Sep-15
UK,Europe,GB018-2008A261,"Leeds, University of",,,Business School,19-Dec-2008,unlimited,1,Faculty of Commerce and Accountancy,General Cooperation,,9-Sep-15
UK,Europe,GB018-2014B001,"Leeds, University of",,,,20-Nov-2014,19-Nov-2019,1,University,Student Exchange,,9-Sep-15
UK,Europe,GB020-2010A001,"Liverpool, University of",,,,14-Jan-2010,13-Jan-2015,0,University,General Cooperation,,9-Sep-15
UK,Europe,GB020-2012G301,"Liverpool, University of",,,,25-Jul-2012,31-Jul-2016,0,Faculty of Medicine,Joint/Double Degree,w/ President's PoA,9-Sep-15
UK,Europe,GB020-2017A001,"Liverpool, University of",,,,30-Mar-2017,29-Mar-2022,1,University,General Cooperation,,18-Apr-17
UK,Europe,BG020-2018G001,"Liverpool, University of",,,,14-Feb-2018,24-Jul-2022,1,University,Joint/Double Degree,Joint: PhD Biomedical Sciences & Biotechnology,30-Apr-18
UK,Europe,BG020-2018G002,"Liverpool, University of",,,,23-Mar-2018,31-Dec-2022,1,University,Joint/Double Degree,Double: Masters Biotechnology and Bioinformatics (Advanced Biological Sciences),30-Apr-18
UK,Europe,BG020-2018G003,"Liverpool, University of",,,,23-Mar-2018,31-Dec-2022,1,University,Joint/Double Degree,Double: PhD Biotechnology and Bioinformatics (Advanced Biological Sciences),30-Apr-18
UK,Europe,GB021-1998A001,Liverpool John Moores University,,,,22-Dec-1998,unlimited,1,University,General Cooperation,,9-Sep-15
UK,Europe,GB022-1992A001,"London, University of",,,School of Oriental and African Studies,16-Jul-1992,unlimited,1,University,General Cooperation,,9-Sep-15
UK,Europe,GB023-1998A231,Middlesex University ,,,,22-Jul-1998,unlimited,1,Faculty of Science,General Cooperation,,9-Sep-15
UK,Europe,GB036-2018A001,Nottingham University,,,,4-Sep-2018,3-Sep-2023,,University,General Cooperation,,17-Sep-18
UK,Europe,GB024-2010B221,Nottingham Trent University,,,School of Arts and Humanities,26-Jul-2010,25-Jul-2013,0,Faculty of Arts,Student Exchange,,9-Sep-15
UK,Europe,GB025-1998A251,Oxford Brookes University,,,School of Architecture,30-Oct-1998,29-Oct-2001,0,Faculty of Architecture,General Cooperation,,9-Sep-15
UK,Europe,GB025-2000H251,Oxford Brookes University,,,School of Architecture,2-Mar-2000,1-Mar-2004,0,Faculty of Architecture,PhD Joint Supervision,,9-Sep-15
UK,Europe,GB025-2000A251,Oxford Brookes University,,,School of Architecture,21-Aug-2000,20-Aug-2005,0,Faculty of Architecture,General Cooperation,,9-Sep-15
UK,Europe,GB025-2005A251,Oxford Brookes University,,,School of the Built Environment,1-Nov-2005,31-Oct-2010,0,Faculty of Architecture,General Cooperation,,9-Sep-15
UK,Europe,GB026-1987A771,Queen Mary University of London,,,,9-Dec-1987,8-Dec-1990,0,Metallurgy and Materials Science Institute,General Cooperation,Former name: Queen Mary and Westfield College,9-Sep-15
UK,Europe,GB026-1989A001,Queen Mary University of London,,,,25-Oct-1989,unlimited,1,University,General Cooperation,,9-Sep-15
UK,Europe,GB026-1990F001,Queen Mary University of London,,,,6-Feb-1990,31-Dec-1993,0,University,Research Collaboration / Joint Research,For Metallurgy and Materials Science Institute,9-Sep-15
UK,Europe,GB026-2016A001,Queen Mary University of London,,,,4-Apr-2016,3-Apr-2021,1,University,General Cooperation,,25-Apr-16
UK,Europe,GB026-2017O211,Queen Mary University of London,,,,28-Jul-2017,27-Jul-2022,1,Faculty of Engineering,Others: 4+1 Programme,,14-Sep-17
UK,Europe,GB027-2005A231,"Salford, University of",,,Hazard Analysis and Critical Control Point Innovation Center,20-Sep-2005,unlimited,1,Faculty of Science,General Cooperation,,9-Sep-15
UK,Europe,GB028-1990A001,"Sheffield, University of",,,,15-Jan-1990,unlimited,1,University,General Cooperation,,9-Sep-15
UK,Europe,GB029-1997A001,"Southampton, University of",,,,24-Dec-1997,23-Dec-2002,0,University,General Cooperation,,9-Sep-15
UK,Europe,GB029-2003A001,"Southampton, University of",,,,16-Jun-2003,23-Dec-2007,0,University,General Cooperation,,9-Sep-15
UK,Europe,GB030-1988A211,"Surrey, University of",,,Faculty of Engineering,6-May-1988,5-May-1991,0,Faculty of Engineering,General Cooperation,,9-Sep-15
UK,Europe,GB031-1989F001,Swansea University,,,,1-Jul-1989,31-Jul-1993,0,University,Research Collaboration / Joint Research,Former name: University of Wales Swansea / 1-year Extension,9-Sep-15
UK,Europe,GB034-2017O001,University College London,,,,27-Apr-2017,11-Aug-2017,0,University,Others: Discount for UCL Summer School,,31-May-17
UK,Europe,GB034-2018O001,University College London,,,,7-Feb-2018,10-Aug-2018,0,University,Others: Discount for UCL Summer School,,27-Feb-18
UK,Europe,GB031-1999A231,Swansea University,,,Department of Computer Science & Mathematics,23-Jul-1999,unlimited,1,Faculty of Science,General Cooperation,,9-Sep-15
UK,Europe,GB032-2002A361,"Wales, University of",,,"School of Nursing and Midwifery Studies, College of Medicine",9-Jul-2002,unlimited,1,Faculty of Nursing,General Cooperation,,9-Sep-15
UK,Europe,GB033-1994A001,"Warwick, University of",,,,20-May-1994,19-May-1999,0,University,General Cooperation,,9-Sep-15
UK,Europe,GB033-1994E211,"Warwick, University of",,,Warwick Manufacturing Group,1-Jun-1994,31-Dec-1997,0,Faculty of Engineering,Collaboration on Program Development,,9-Sep-15
UK,Europe,GB033-2000A001,"Warwick, University of",,,,24-Jan-2000,23-Jan-2005,0,University,General Cooperation,,9-Sep-15
USA,America,US001-1987A001,"Alabama, University of, at Birmingham",,,,25-Sep-1987,24-Sep-1992,0,University,General Cooperation,,9-Sep-15
USA,America,US001-2004A321,"Alabama, University of, at Birmingham",,,,12-May-2004,Unlimited,1,Faculty of Dentistry,General Cooperation,,9-Sep-15
USA,America,US085-2012A001,Bruker Biospin,,,,20-Nov-2012,19-Nov-2017,0,University,General Cooperation,,9-Sep-15
USA,America,US002-2005J001,California Commission for Economic Development,,,,25-Nov-2005,Unlimited,1,University,Collaboration on the Establishment of Forum/Institute/Center,,9-Sep-15
USA,America,US008-2002A001,"California State University, Fresno",,,,16-Apr-2002,unlimited,1,University,General Cooperation,,9-Sep-15
USA,America,US008-2002B261,"California State University, Fresno",,,,16-Apr-2002,auto renew,1,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
USA,America,US086-2013A001,"California State University, Sacramento",,,,19-Jul-2013,18-Jul-2018,0,University,General Cooperation,,9-Sep-15
USA,America,US086-2015B001,"California State University, Sacramento",,,,4-Mar-2015,3-Mar-2020,1,University,Student Exchange,,9-Sep-15
USA,America,US009-2005A001,"California State University, San Bernardino",,,,24-Jun-2005,23-Jun-2008,0,University,General Cooperation,,9-Sep-15
USA,America,US009-2012A001,"California State University, San Bernardino",,,,6-Jan-2012,5-Jan-2017,0,University,General Cooperation,,9-Sep-15
USA,America,US009-2015B001,"California State University, San Bernardino",,,,9-Jun-2015,8-Jun-2020,1,University,Student Exchange,,9-Sep-15
USA,America,US003-1987B001,"California, the University of",,,,3-Oct-1987,30-Jun-1993,0,University,Student Exchange,,9-Sep-15
USA,America,US003-1994B001,"California, the University of",,,,14-Oct-1994,31-Jul-1999,0,University,Student Exchange,,9-Sep-15
USA,America,US004-2000A001,"California, the University of, Berkeley",,,,10-Jan-2000,9-Jan-2003,0,University,General Cooperation,,9-Sep-15
USA,America,US004-2003A001,"California, the University of, Berkeley",,,,5-Aug-2003,4-Aug-2006,0,University,General Cooperation,,9-Sep-15
USA,America,US004-2006A001,"California, the University of, Berkeley",,,,1-Jul-2006,30-Jun-2009,0,University,General Cooperation,,9-Sep-15
USA,America,US004-2010A001,"California, the University of, Berkeley",,,,24-Sep-2010,23-Sep-2015,0,University,General Cooperation,,9-Sep-15
USA,America,US004-2014O291,"California, the University of, Berkeley",,,Department of Economics,26-Aug-2014,25-Aug-2016,0,Faculty of Economics,Others: Semester Abroad Program at UC Berkeley for CU students,,9-Sep-15
USA,America,US004-2016O291,"California, the University of, Berkeley",,,Department of Economics,28-Feb-2016,27-Feb-2018,0,Faculty of Economics,Others: Semester Abroad Program at UC Berkeley for CU students,,4-Jan-17
USA,America,US004-2018O291,"California, the University of, Berkeley",,,Department of Economics,20-Sep-2018,19-Sep-2020,1,Faculty of Economics,Others: Semester Abroad Program at UC Berkeley for CU students,,22-Nov-18
USA,America,US005-2011A321,"California, the University of, Los Angeles",,,School of Dentistry,13-Jan-2011,12-Jan-2016,0,Faculty of Dentistry,General Cooperation,,9-Sep-15
USA,America,US006-1998F711,"California, the University of, San Diego",,,Scripps Institution of Oceanography,2-Jun-1998,auto renew,1,Aquatic Resources Research Institute,Research Collaboration / Joint Research,,9-Sep-15
USA,America,US007-2000A001,"California, the University of, Santa Cruz",,,,8-Dec-2000,7-Dec-2003,0,University,General Cooperation,,9-Sep-15
USA,America,US010-2008A211,Case Western Reserve University,,,Case School of Engineering,4-Jan-2008,3-Jan-2013,0,Faculty of Engineering,General Cooperation,,9-Sep-15
USA,America,US010-2008B211,Case Western Reserve University,,,Case School of Engineering,4-Jan-2008,3-Jan-2013,0,Faculty of Engineering,Student Exchange,,9-Sep-15
USA,America,US010-2008A361,Case Western Reserve University,,,Faculty of Nursing,27-Jun-2008,27-Jun-2013,0,Faculty of Nursing,General Cooperation,,9-Sep-15
